smiles,value
[*]c1cc(OCCCCCCC)c([*])s1,1.3206
[*]C#CC(CO)=C([*])n1c2ccccc2c2ccccc21,1.3335
[*]c1sc([*])c2c1OCCO2,1.338
[*]CC(=S)C(=O)C(=S)[*],1.354
[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,1.3578
[*]C1=CC2=NC([*])=CC2=N1,1.3597
[*]C=CC1=C(O)C(O)=C([*])C1,1.3602
[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,1.3711
[*]c1cc(OCCOCCOC)c([*])s1,1.3804
[*]c1cc2c(s1)-c1sc(-c3cc4c(s3)-c3sc([*])cc3C4(CC(CC)CCCC)CC(CC)CCCC)cc1C2=O,1.3805
[*]c1sc([*])c(OCCCC)c1OCCCC,1.381
[*]C=C([*])c1cccc(Cl)c1,1.3963
[*]c1cc(SCCCCCCCCCCCC)c([*])s1,1.4145
[*]c1cc(OCCOC)c([*])s1,1.4267
[*]c1cc(-c2cc(C)c(Br)cc2C)c([*])s1,1.4380000000000002
[*]C=Cc1ccc([*])n1C,1.4458
[*]c1sc(-c2cc(CCCCCCCCCC)c([*])s2)cc1CCCCCCCCCC,1.4512
[*]C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(=S)[*],1.4704
[*]c1ccc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,1.4731
[*]C=C[*],1.4732
[*]C(c1ccccc1)=c1ccc(=c2ccc(=C(c3ccccc3)c3ccc(-c4ccc([*])s4)s3)s2)s1,1.4792
[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,1.4999
[*]N=Cc1ccc(C=Nc2sc([*])c(C#N)c2C#N)cc1,1.5069
[*]c1cc(CCCCCCOC(=O)COC)c([*])s1,1.5263
[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(-n4c(=O)c5sc6c(=O)n([*])c(=O)c6sc5c4=O)cc3)cc2)cc1,1.5265
[*]c1sc([*])c2c1OCC(CCCCCCCCCCCC)O2,1.5289
[*]c1cc(SC)c([*])s1,1.5295
[*]c1sc(-c2cc(SCC(C)CC)c([*])s2)cc1SCC(C)CC,1.5342
[*]C=Cc1ccc([*])n1CCCCCCCCCCCC,1.5362
[*]c1sc([*])c([2H])c1[2H],1.5424
[*]c1sc([*])c(OCCOCCCC)c1C,1.5443
[*]c1cc(SCCCCCC)c([*])s1,1.5446
[*]C#Cc1cc(CCCCCC)c([*])s1,1.5455
[*]c1ccc([*])s1,1.5514
[*]c1sc(-c2cc(CCCCCC)c([*])s2)cc1CCCCCC,1.5552
[*]C=C([*])c1cccc(Br)c1,1.5553
[*]c1sc([*])c(CCCCCCN(CC)c2ccccc2)c1CCCCCC,1.5590000000000002
[*]C#CC#Cc1cc2sc([*])cc2s1,1.561
[*]c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c([*])s2)s1,1.564
[*]c1cc(CCOC(=O)NCCCC)c([*])s1,1.5835
[*]c1cc(CC(=O)OCC)c([*])s1,1.589
[*]C=Cc1ccc([*])n1CCCCCC,1.5933
[*]c1ccc(-c2ccn3sc4nc5nc6c(cc5oc-4cc-3nc2)Nc2nc3ccc([*])cc3nc2O6)cc1,1.5944
[*]C#CC#Cc1ccc([*])s1,1.5989
[*]Oc1ccc2nc3oc4cc5oc6c7c(cn6ccc5on4cnc3c12)nc1c([*])ccccc17,1.6019
[*]C#CC#Cc1ccc(-c2ccc([*])s2)s1,1.6029
[*]C=CC(C)=C(C)C=Cc1ccc(-c2ccc([*])s2)s1,1.6111
[*]c1cc(COCCOCCOC)c(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,1.6134
[*]c1cc(-c2cc(CCCCCCCC)ccc2CCCCCCCC)c([*])s1,1.6153
[*]c1ccc(N(c2ccc(C#N)cc2)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.6309
[*]c1ccc(-c2cc(CCCCCCCCCCC)c([*])s2)s1,1.6329
[*]C#Cc1ccc([*])s1,1.6401
[*]C=Cc1cc(OC)c(C=Cc2ccc([*])s2)cc1OC,1.6407
[*]c1cc(C)c([*])s1,1.644
[*]c1cc(C#N)c([*])s1,1.6457
[*]N=CC(C)=CC=CC=C(C)C=Nc1nc(-c2csc([*])n2)cs1,1.6482
[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,1.6551
[*]CC(=S)C(C=C1)=CC=C1C(=S)[*],1.6553
[*]c1cc2sc([*])cc2s1,1.6684
[*]CC([*])C(=O)c1ccccc1O,1.6926
[*]c1ccc(Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,1.6941
[*]c1cc2sc3cc([*])sc3c2s1,1.6985
[*]C=Cc1cc(CCCCCC)c(-c2sc([*])cc2CCCCCC)s1,1.7047
[*]C=Cc1ccc([*])c2occc12,1.7116
[*]c1sc([*])c2c1OCC(CCCCS(=O)(=O)O)O2,1.7125
[*]C#Cc1sc(-c2sc([*])c3c2OCCO3)c2c1OCCO2,1.714
[*]C1=C2OCCOC2=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,1.7225
[*]C#Cc1cc(CCCCCC)c(C#Cc2sc([*])c([N+](=O)[O-])c2[N+](=O)[O-])s1,1.7301
[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,1.7382
[*]C#Cc1cc(OCCCCCCCCCCCC)c([*])cc1OCCCCCCCCCCCC,1.7402
[*]C1=CC=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,1.7641
[*]N=Nc1ccc([*])cc1,1.7681
[*]NC(S1)=CC=C1C(=S)C(S2)=CC=C2[*],1.771
[*]c1cc(CC(=O)OC)c([*])s1,1.7719999999999998
[*]C=Cc1ccc([*])c(OC)c1,1.7776
[*]c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c([*])s3)s2)s1,1.7783
[*]c1ccc([*])o1,1.7785
[*]C#Cc1cc(OCCCCCCCCCC)c([*])cc1OCCCCCCCCCC,1.7935
[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,1.8008
[*]c1cc(C(=O)OCCCCCCCC)c([*])s1,1.8008
[*]CC([*])n1ccc2ccccc21,1.8061
[*]c1cc(CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c([*])s1,1.8122
[*]C1=C2OCCOC2=C(c2ccc(-c3ccc([*])s3)s2)S1(=O)=O,1.8236
[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,1.8341
[*]c1nc(CCCCCC)c(-c2sc([*])nc2CCCCCC)s1,1.8419
[*]c1cnc([*])s1,1.8622
[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccccc21,1.8734
[*]c1cc(-c2sc(-c3cc(C)c([*])s3)cc2C)c2cccccc1-2,1.8844
[*]c1cc(CCOc2ccc(N=Nc3ccc(C#N)cc3)cc2)c([*])s1,1.8862
[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)s1,1.8872
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N(c3ccc(C#N)cc3)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,1.8892
[*]C=C([*])c1ccccc1C(F)(F)F,1.8895
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ncc([*])s6)c(=O)c5cc4c3=O)cc2)cc1,1.8896
[*]N=Nc1ccc(C=Cc2ccc([*])cc2)cc1,1.8934
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],1.9059
[*]NC(=O)C(=S)C(S1)=CC=C1[*],1.9091
[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cc1,1.9121
[*]CC([*])OC(=O)c1ccccc1Cl,1.9134
[*]C=CC=CC=Cc1cc(CCCCCCC)c([*])cc1CCCCCCC,1.9218
[*]C=C([*])c1ccc2ccc3cccc4ccc1c2c34,1.9286
[*]c1ccc(Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,1.9399
[*]CC([*])c1cccs1,1.9401
[*]c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OCCCC)cc5)c5c(=O)n([*])c(=O)c5c(Oc5ccc(OCCCC)cc5)c4c3=O)cc2)cc1,1.9436
[*]C#Cc1ccc(C#Cc2sc([*])c([N+](=O)[O-])c2[N+](=O)[O-])cc1,1.9456
[*]Nc1cc([N+](=O)[O-])c(NC(=O)c2ccc(C([*])=O)cc2)cc1C=Cc1ccc(N(C)C)cc1,1.9467
[*]C=Cc1ccc([*])nc1,1.9477
[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,1.9503
[*]c1cc(CCCCCCCCCCCC(=O)Oc2ccc([N+](=O)[O-])cc2)c([*])s1,1.9537
[*]C=Cc1cc(OC)c([*])cc1Br,1.9552
[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2OC)c(OC)c1,1.9563
[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2C(C)(C)C)cc1,1.9571
[*]c1ccc(Oc2ccc(-n3c(=O)c4c(Oc5ccc(OC)cc5)c5c(=O)n([*])c(=O)c5c(Oc5ccc(OC)cc5)c4c3=O)cc2)cc1,1.9581
[*]CC(O)CN([*])c1ccc(N=Nc2ccc(C#N)cc2)cc1,1.9599
[*]N=Cc1ccc(-c2ccc(C=Nc3ccc4c(c3)c3cc([*])ccc3n4CC)s2)s1,1.9698
[*]C=Cc1ccc(C=Cc2nc3cc4sc([*])nc4cc3s2)cc1,1.971
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],1.9732
[*]NC1=CC(=O)C([*])=CC1=O,1.9806
[*]C=Cc1ccc(C=Cc2nc3cc4nc([*])[nH]c4cc3[nH]2)cc1,1.9821
[*]CCCCCn1c(=O)c2ccc3c4ccc5c(=O)n([*])c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,1.9843
[*]c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ncc([*])s5)C6=O)cc4C3=O)cc2)cc1,1.988
[*]CC(=O)C(=S)C(=O)[*],1.9894
[*]c1ccc(-c2ccc3nc4oc5cc6[nH]c7nc8cc([*])ccc8nc7nc-6[nH]c=5n-4ccc3c2)cc1,1.9943
[*]c1cc(-c2sc(-c3cc(CCCC)c([*])s3)cc2CCCC)c2cccccc1-2,1.9953
[*]c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cccc23)cc1,2.0006
[*]CCCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n([*])c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,2.0018
[*]c1cc(OCCOCCOC)c(-c2sc([*])c3c2OCCO3)s1,2.0039
[*]c1ccc(SSc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.0072
[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(C([*])=O)cc(N4C(=O)C=CC4=O)c3)cc2)cc1,2.0132
[*]Nc1ccc(C=Cc2ccc(NC(=C(C#N)C#N)c3ccc(C([*])=C(C#N)C#N)cc3)cc2)cc1,2.0183
[*]c1cc(C=NC(=S)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)ccc1Cl,2.0258
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(=S)[*],2.0305
[*]c1ccc([*])n1CCC(=O)OC(C)C(=O)OCC,2.0323
[*]c1cc(CC)c([*])s1,2.0436
[*]Nc1cc([N+](=O)[O-])c(NC(=O)c2c(F)cc(C([*])=O)cc2F)cc1C=Cc1ccc(N(C)C)cc1,2.0452
[*]C#Cc1cc(OCCCCCCCCCCCC)c(C#Cc2ccc([*])c([N+](=O)[O-])c2)cc1OCCCCCCCCCCCC,2.0462
[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)[nH]1,2.0469
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(=S)C(S3)=CC=C3[*],2.0488
[*]C(=O)C(S1)=CC=C1C(S2)=CC=C2C(=S)[*],2.0567
[*]N=NNc1ccc(NN=Nc2ccc([*])cc2)cc1,2.0596
[*]c1ccc(-c2ccc(-c3cc([*])c4cccccc3-4)s2)s1,2.0596
[*]c1ccc(N(c2ccc(C#N)cc2)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,2.0603
[*]C=Nc1ccc(N=Cc2ccc(-c3ccc([*])o3)o2)cc1,2.0682
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C=Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,2.0708
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([*])n5CCCCCCCCCCCC)s4)s3)s2)s1,2.0759
[*]c1ccc(Oc2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2)cc1,2.0806
[*]C(C=C1)=CC=C1C(=S)C(S2)=CC=C2C(S3)=CC=C3[*],2.0836
[*]c1cc2c(s1)-c1sc([*])cc1C2CCCCCCN,2.0844
[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,2.0944
[*]c1cc(CCOC(=O)C(C)Br)c([*])s1,2.0981
[*]c1ccc(-n2c(=O)c3cc4c(=O)n(-n5c6ccc([*])cc6c6cccnc65)c(=O)c4cc3c2=O)cc1,2.0994
[*]C#CC#Cc1ccc([*])cc1,2.103
[*]C=Cc1ccc([*])c2sccc12,2.1063
[*]c1ccc(Oc2ccc3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3c2)cc1,2.1084
[*]CC([*])OC(=O)c1ccc(Cl)cc1,2.1125
[*]c1sc([*])c(OCCCC)c1C,2.1145
[*]c1cc(-c2nc3ccccc3[nH]2)cc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c1,2.1187
[*]C=Cc1ccc([*])c(F)c1,2.119
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,2.13
[*]c1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc(S([*])(=O)=O)cc3)c2)cc1,2.133
[*]c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,2.1376
[*]CC([*])c1ccc(F)cc1,2.1384
[*]C=Cc1ccc(-c2ccc([*])s2)s1,2.1384
[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,2.1393
[*]c1ccc2c(c1)nc1c3cc4c(=O)n5c6cc([*])ccc6nc5c4cc3c(=O)n21,2.1402
[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,2.1465
[*]CC([*])c1cc(O)ccc1O,2.1475
[*]C=CC=Cc1nc2cc3sc([*])nc3cc2s1,2.1517
[*]SC([*])=S,2.1529
[*]N=Nc1ccc(-c2ccc([*])c(C)c2)cc1C,2.1576
[*]CC([*])c1ccccc1C(=O)Oc1ccccc1,2.1638
[*]N=C1c2ccccc2C(=Nc2ccc([*])cc2)c2ccc(C(C)(C)C)cc21,2.1672
[*]c1ccc(Oc2cc3ccccc3cc2Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.1718
[*]Sc1c(F)c(F)c([*])c(F)c1F,2.1722
[*]Nc1ccc(-c2ccc(NC3=CC(=O)C([*])=CC3=O)cc2)cc1,2.1743
[*]NC(S1)=CC=C1C(S2)=CC=C2C(=S)[*],2.1763
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cn3)nc1)C2=O,2.1786
[*]c1ccc([*])n1C(=O)OCC,2.1791
[*]CC(=O)Nc1ccc(Oc2cccc(NC(=O)CN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)cc1,2.1817
[*]C(=O)C(S1)=CC=C1C(=S)C(S2)=CC=C2[*],2.182
[*]c1c2ccccc2c([*])n1C,2.1822
[*]C#Cc1cc(OCCOCCOC)c(C#Cc2ccc([*])c([N+](=O)[O-])c2)cc1OCCOCCOC,2.1853
[*]N=c1c(=Nc2ccc([*])cc2)c2cccc3cccc1c32,2.1865
[*]c1ccc(-c2nc3cc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)ccc3[nH]2)cc1,2.1869
[*]NC(S1)=CC=C1C(=O)C(=S)[*],2.196
[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cn1,2.2046
[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2-c2ccccc2)cc1,2.2077
[*]CC(=S)C(S1)=CC=C1C(=S)[*],2.2116
[*]c1cc(CCCc2ccccc2)c([*])s1,2.2134
[*]c1nc2cc3nc(-c4ccc([*])o4)[nH]c3cc2[nH]1,2.2148
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.2166
[*]CC(=O)Nc1ccc(Cc2ccc(NC(=O)CN3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,2.2184
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(S4)=CC=C4[*],2.2233
[*]c1cc(-n2c(=O)c3cc4c(=O)n(-c5ccc(-c6nnc([*])n6N)cc5)c(=O)c4cc3c2=O)c(-c2c(Cl)cccc2Cl)s1,2.2264
[*]NC(S1)=CC=C1C(S2)=CC=C2C(S3)=CC=C3[*],2.2308
[*]NC(=O)C(=S)C(=O)[*],2.2323
[*]CC([*])c1ccc(Br)cc1,2.235
[*]NC(S1)=CC=C1C(S2)=CC=C2C(=O)[*],2.2351
[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,2.2398
[*]NC(S1)=CC=C1C(=O)C(S2)=CC=C2[*],2.2404
[*]C(C)=C(C)c1ccc(-c2ccc([*])s2)s1,2.2477
[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,2.2511
[*]C(=O)C(S1)=CC=C1C(=O)C(=S)[*],2.2532
[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC)c(OC)c1,2.2535
[*]Oc1ccc(NC2=C(Cl)C(=O)C(Nc3ccc([*])cc3)=C(Cl)C2=O)cc1,2.2616
[*]c1cc(CCCCCCCCCCBr)c([*])s1,2.2633
[*]c1[nH]c([*])c2c1CCC2,2.2689
[*]c1ccc(Oc2ccccc2Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,2.2739
[*]Oc1ccc(N=C2c3ccccc3C(=Nc3ccc([*])cc3)c3ccccc32)cc1,2.2831
[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc2)C3=O)cc1,2.2849
[*]C1=CSC(=C2SC=C(c3ccc([*])cc3)S2)S1,2.2854
[*]Nc1ccc([*])c2cc3ccccc3cc12,2.2861
[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCC)s3)s2)s1,2.29
[*]c1cc(CCCCCCCCCC(O)CO)c([*])s1,2.2905
[*]c1ccc(N(c2ccc(C#N)cc2)c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,2.2952
[*]c1cc(COCCCCCCCCOc2ccc(-c3ccc(OC)cc3)cc2)c([*])s1,2.2969
[*]C#Cc1sc(C#Cc2ccc([*])nc2)c([N+](=O)[O-])c1[N+](=O)[O-],2.3098
[*]CCN1C(=O)C(=CC=C2SC(=S)N([*])C2=O)SC1=S,2.3105
[*]c1ccc2ccc3c([*])cc(C#CC#C[Si](C)(C)C)c4ccc1c2c34,2.3122
[*]c1cc(CCS(=O)(=O)O)c([*])s1,2.3139
[*]C#Cc1cc(OCCCCCCCC)c(C#Cc2ccc([*])s2)cc1OCCCCCCCC,2.3184
[*]c1cc(CCCCCCCCCCCCCCCCCCCCCC)c([*])s1,2.319
[*]c1cc(CCCCCCCCCCCC)c([*])s1,2.3195
[*]C(=O)Nc1ccc(Nc2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,2.3212
[*]c1cc(CCCC)c([*])s1,2.3242
[*]NC(C=C1)=CC=C1C(=S)C(C=C2)=CC=C2[*],2.3252
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc(C(C)(C)C)c(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3C(C)(C)C)cc1)C2=O,2.3313
[*]NC(S1)=CC=C1C(=S)C(C=C2)=CC=C2[*],2.3315
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,2.3323
[*]c1ccc([*])n1C(=O)NO,2.3343
[*]c1cc(COCCCCCCOc2ccc(-c3ccc(C#N)cc3)cc2)c([*])s1,2.3352
[*]C(C=C1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3C(=S)[*],2.3377
[*]c1cc(CCCCCCCCC)c([*])s1,2.3395
[*]c1ccc2ccc3c([*])cc(C#CC=C)c4ccc1c2c34,2.3431
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,2.3433
[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc([*])cc5C4=O)ccc1-3)C2=O,2.344
[*]C(=O)Nc1ccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc([*])ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)cc1,2.347
[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,2.3475
[*]c1cc(CCCCCCO[Si](C)(C)C)c([*])s1,2.352
[*]c1cc(CCCCC)c([*])s1,2.3523
[*]c1ccc(OCC2CCC(COc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)CC2)cc1,2.3532
[*]c1cc(CCCCCC)c([*])s1,2.3549
[*]C(=O)C(C=C1)=CC=C1C(S2)=CC=C2C(=S)[*],2.3581
[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],2.3582
[*]C(C=C1)=CC=C1C(S2)=CC=C2C(C=C3)=CC=C3C(=S)[*],2.359
